,City,Country,Latitude,Longitude,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date
284,Katsuura,JP,35.1333,140.3,57.18,66,67,19.48,2021-10-17
285,Inverell,AU,-29.7833,151.1167,65.66,73,100,5.99,2021-10-17
286,Karasjok,NO,69.4719,25.5112,33.91,86,100,19.89,2021-10-17
287,Shahr-e Bābak,IR,30.1165,55.1186,62.01,25,1,5.06,2021-10-17
288,Contamana,PE,-7.3333,-75.0167,94.23,36,90,4.47,2021-10-17
289,Chara,RU,56.9064,118.2631,15.58,70,48,3.04,2021-10-17
290,Uyar,RU,55.81,94.3153,25.11,95,1,2.55,2021-10-17
291,Sémbé,CG,1.6481,14.5806,70.97,96,91,2.21,2021-10-17
292,Ivaiporã,BR,-24.2478,-51.6847,65.59,96,99,0.72,2021-10-17
293,Ucluelet,CA,48.9329,-125.5528,55.04,78,92,5.57,2021-10-17
294,Richards Bay,ZA,-28.783,32.0377,59.81,88,100,11.36,2021-10-17
295,Mossamedes,AO,-15.1961,12.1522,64.87,88,27,4.92,2021-10-17
296,Luanda,AO,-8.8368,13.2343,75.2,83,40,5.75,2021-10-17
297,Kyshtovka,RU,56.555,76.6271,39.15,88,95,5.75,2021-10-17
298,Balezino,RU,57.9796,53.0106,43.63,81,100,12.19,2021-10-17
299,East London,ZA,-33.0153,27.9116,55.9,69,27,14.9,2021-10-17
300,Lüderitz,NA,-26.6481,15.1594,59.49,51,16,20.09,2021-10-17
301,Clyde River,CA,70.4692,-68.5914,28.08,81,97,11.97,2021-10-17
302,Lavrentiya,RU,65.5833,-171.0,24.85,70,75,12.17,2021-10-17
303,Kamina,CD,-8.7386,24.9906,66.09,83,99,4.23,2021-10-17
304,Aykhal,RU,66.0,111.5,31.17,96,100,22.59,2021-10-17
305,Mélykút,HU,46.2151,19.381,48.31,60,3,2.13,2021-10-17
306,Henties Bay,NA,-22.116,14.2845,55.85,86,65,3.76,2021-10-17
307,Havre-St-Pierre,CA,50.2334,-63.5986,54.19,100,90,23.02,2021-10-17
308,Yuli,NG,9.6989,10.2744,77.65,75,17,1.34,2021-10-17
309,Manicoré,BR,-5.8092,-61.3003,79.05,79,98,2.17,2021-10-17
310,Goundi,TD,9.3627,17.366,73.56,91,60,3.49,2021-10-17
311,Port Keats,AU,-14.25,129.55,83.19,69,100,0.83,2021-10-17
312,Tamandaré,BR,-8.7597,-35.1047,76.8,81,62,7.27,2021-10-17
313,Husavik,IS,66.0449,-17.3389,33.71,90,100,15.68,2021-10-17
314,Coyhaique,CL,-45.5752,-72.0662,51.75,58,75,6.91,2021-10-17
315,Iqaluit,CA,63.7506,-68.5145,33.53,86,75,15.99,2021-10-17
316,Talnakh,RU,69.4865,88.3972,33.96,100,100,6.89,2021-10-17
317,Marsh Harbour,BS,26.5412,-77.0636,80.51,69,2,7.76,2021-10-17
318,Esso,RU,55.9333,158.7,25.77,97,95,3.6,2021-10-17
319,Walvis Bay,NA,-22.9575,14.5053,56.08,82,78,13.8,2021-10-17
320,São Sebastião,BR,-23.76,-45.4097,68.27,94,100,5.44,2021-10-17
321,Rosetta,EG,31.4044,30.4164,72.21,61,23,8.61,2021-10-17
322,Meulaboh,ID,4.1363,96.1285,76.12,84,100,3.09,2021-10-17
323,College,US,64.8569,-147.8028,33.22,67,75,3.44,2021-10-17
324,San Policarpo,PH,12.1791,125.5072,81.54,82,15,7.27,2021-10-17
325,Areia Branca,BR,-4.9561,-37.1369,84.4,70,79,23.49,2021-10-17
326,Portland,US,45.5234,-122.6762,66.2,72,90,1.99,2021-10-17
327,Quelimane,MZ,-17.8786,36.8883,78.75,78,0,11.5,2021-10-17
328,Beloha,MG,-25.1667,45.05,70.16,91,0,2.68,2021-10-17
329,Aitape,PG,-3.1374,142.3475,81.61,74,80,4.92,2021-10-17
330,Westport,US,41.1415,-73.3579,60.84,66,20,10.0,2021-10-17
331,Gamba,GA,-2.65,10.0,76.48,83,99,6.17,2021-10-17
332,Andros Town,BS,24.7,-77.7667,82.36,59,17,14.23,2021-10-17
333,Porangatu,BR,-13.4408,-49.1486,84.31,47,96,2.19,2021-10-17
334,Bull Savanna,JM,17.8868,-77.5902,80.83,71,98,2.44,2021-10-17
335,Corowa,AU,-36.0333,146.3833,63.0,77,78,8.37,2021-10-17
336,Acapulco de Juárez,MX,16.8634,-99.8901,85.82,74,40,10.36,2021-10-17
337,Tarko-Sale,RU,64.9225,77.785,38.73,92,100,16.55,2021-10-17
338,Colares,PT,38.7992,-9.4469,68.32,82,96,1.01,2021-10-17
339,Plouzané,FR,48.3833,-4.6167,59.09,94,90,9.22,2021-10-17
340,Qaqortoq,GL,60.7167,-46.0333,36.1,59,93,0.11,2021-10-17
341,Yabēlo,ET,4.8833,38.0833,63.97,69,100,4.07,2021-10-17
342,Muscat,OM,23.6139,58.5922,77.02,45,0,5.77,2021-10-17
343,Vallenar,CL,-28.5708,-70.7581,74.37,32,0,5.77,2021-10-17
344,Damphu,BT,27.0721,90.1096,68.02,85,89,3.49,2021-10-17
345,Dakar,SN,14.6937,-17.4441,79.68,79,59,13.02,2021-10-17
346,Codrington,AU,-38.2667,141.9667,51.67,81,65,6.64,2021-10-17
347,Nemuro,JP,43.3236,145.575,42.91,67,4,12.82,2021-10-17
348,Nioki,CD,-2.7167,17.6833,70.77,98,99,1.52,2021-10-17
349,Kabo,CF,7.6994,18.629,73.99,88,96,3.49,2021-10-17
350,Peace River,CA,56.2501,-117.286,39.51,93,90,16.11,2021-10-17
351,Porto Velho,BR,-8.7619,-63.9039,78.85,83,75,2.3,2021-10-17
352,Heraclea,TR,37.5133,34.0467,58.17,52,98,3.04,2021-10-17
353,Caborca,MX,30.5838,-111.101,85.5,19,67,14.63,2021-10-17
354,Weymouth,US,42.2209,-70.9398,59.99,69,20,1.99,2021-10-17
355,Lakes Entrance,AU,-37.8811,147.981,65.16,57,97,5.93,2021-10-17
356,Marawi,PH,7.9986,124.2928,65.64,94,43,2.51,2021-10-17
357,Peleduy,RU,59.6289,112.7406,23.94,83,97,8.88,2021-10-17
358,Chui,UY,-33.6971,-53.4616,53.38,70,2,6.71,2021-10-17
359,Bulgan,MN,48.8125,103.5347,28.92,53,0,2.24,2021-10-17
360,Kiama,AU,-34.6833,150.8667,66.99,74,29,4.79,2021-10-17
361,Santa Vitória do Palmar,BR,-33.5189,-53.3681,54.07,69,1,7.05,2021-10-17
362,Bilma,NE,18.6853,12.9164,84.07,26,81,10.16,2021-10-17
363,Kysyl-Syr,RU,63.8986,122.7617,13.78,93,88,4.18,2021-10-17
364,Asău,RO,46.4333,26.4,41.76,89,47,4.0,2021-10-17
365,Puerto Carreño,CO,6.189,-67.4859,83.55,77,85,0.74,2021-10-17
366,Romny,UA,50.751,33.4747,42.03,73,93,7.0,2021-10-17
367,San Andrés,CO,12.5847,-81.7006,84.22,74,40,10.36,2021-10-17
368,Vardø,NO,70.3705,31.1107,37.6,93,100,34.61,2021-10-17
369,Roald,NO,62.5833,6.1333,39.25,93,40,5.75,2021-10-17
370,Ambon City,ID,-3.6954,128.1814,81.57,77,99,2.86,2021-10-17
371,Ust-Tsilma,RU,65.441,52.1498,37.9,84,100,8.7,2021-10-17
372,Poum,NC,-20.2333,164.0167,76.24,82,99,4.97,2021-10-17
373,Bumba,CD,2.1833,22.4667,72.57,94,89,2.75,2021-10-17
374,Arlit,NE,18.7369,7.3853,87.94,26,94,3.8,2021-10-17
375,Redlands,US,34.0556,-117.1825,83.66,18,1,4.0,2021-10-17
376,Berlevåg,NO,70.8578,29.0864,39.15,75,75,32.21,2021-10-17
377,Nuuk,GL,64.1835,-51.7216,32.61,69,0,12.66,2021-10-17
378,Ormara,PK,25.2088,64.6357,80.55,45,0,8.75,2021-10-17
379,Dezhou,CN,37.4486,116.2925,43.81,63,27,11.72,2021-10-17
380,Mosquera,CO,4.7059,-74.2302,62.69,51,40,10.36,2021-10-17
381,Kaeo,NZ,-35.1,173.7833,68.32,85,29,7.05,2021-10-17
382,Tkibuli,GE,42.3477,42.9981,54.64,97,100,1.7,2021-10-17
383,Antalaha,MG,-14.9003,50.2788,70.23,90,46,5.93,2021-10-17
384,Saint-Augustin,CA,51.226,-58.6502,43.18,73,97,15.77,2021-10-17
385,Khoy,IR,38.5504,44.9535,57.88,35,4,5.32,2021-10-17
386,Hay River,CA,60.8156,-115.7999,37.38,60,40,10.36,2021-10-17
387,Rosario,AR,-32.9468,-60.6393,72.84,41,0,1.99,2021-10-17
388,Isangel,VU,-19.55,169.2667,79.66,81,100,8.9,2021-10-17
389,Sakakah,SA,29.9697,40.2064,74.77,25,40,8.14,2021-10-17
390,Batagay,RU,67.6333,134.6333,-0.35,98,94,2.89,2021-10-17
391,Penzance,GB,50.1186,-5.5371,57.88,86,100,17.02,2021-10-17
392,Mbigou,GA,-1.9005,11.906,67.96,100,60,3.04,2021-10-17
393,Ol'ga,RU,43.7444,135.2892,28.33,47,7,4.47,2021-10-17
394,Sehithwa,BW,-20.4667,22.7167,71.96,11,2,14.99,2021-10-17
395,La Santisima Trinidad,BO,-14.8333,-64.9,85.98,54,20,4.61,2021-10-17
396,Tilichiki,RU,60.4667,166.1,17.17,89,100,11.88,2021-10-17
397,Aksarka,RU,66.5606,67.7975,39.31,97,100,14.23,2021-10-17
398,Coquimbo,CL,-29.9533,-71.3436,58.73,77,0,11.5,2021-10-17
399,Leningradskiy,RU,69.3833,178.4167,10.24,95,100,3.38,2021-10-17
400,Praia,CV,14.9215,-23.5087,79.34,65,20,5.75,2021-10-17
401,Avera,US,33.194,-82.5271,69.67,46,0,5.53,2021-10-17
402,Lacey,US,47.0343,-122.8232,58.75,92,90,1.01,2021-10-17
403,Yeppoon,AU,-23.1333,150.7333,69.58,76,79,11.97,2021-10-17
404,Yuci,CN,37.6803,112.7319,37.15,87,4,2.24,2021-10-17
405,Pokosnoye,RU,55.5258,101.0536,26.51,90,16,3.27,2021-10-17
406,Muravlenko,RU,63.7898,74.523,39.09,90,100,17.13,2021-10-17
407,Nadym,RU,65.5333,72.5167,39.81,94,100,18.25,2021-10-17
408,Lakselv,NO,70.0513,24.9718,35.42,80,90,25.32,2021-10-17
409,Fuling,CN,29.7022,107.3919,57.7,89,100,1.54,2021-10-17
410,Half Moon Bay,US,37.4636,-122.4286,75.63,63,40,1.99,2021-10-17
411,Monterey,US,36.2505,-121.2516,70.05,19,54,14.97,2021-10-17
412,Geraldton,AU,-28.7667,114.6,50.41,87,40,12.66,2021-10-17
413,Te Anau,NZ,-45.4167,167.7167,51.48,90,98,1.39,2021-10-17
414,Vilhena,BR,-12.7406,-60.1458,73.62,88,0,4.61,2021-10-17
415,Royan,FR,45.6285,-1.0281,58.46,91,14,6.38,2021-10-17
416,Robertsport,LR,6.7533,-11.3686,80.51,79,61,9.08,2021-10-17
417,New Albany,US,38.2856,-85.8241,69.89,40,20,1.01,2021-10-17
418,San Jerónimo,PE,-11.9472,-75.2829,57.34,62,77,7.0,2021-10-17
419,Praia da Vitória,PT,38.7333,-27.0667,70.75,88,40,12.93,2021-10-17
420,Dali,CN,25.7,100.1833,54.28,93,51,1.95,2021-10-17
421,Necochea,AR,-38.5473,-58.7368,53.04,77,54,7.7,2021-10-17
422,Natal,BR,-5.795,-35.2094,79.45,89,40,9.22,2021-10-17
423,Šibenik,HR,43.7272,15.9058,58.66,70,5,4.34,2021-10-17
424,Bayan,CN,46.0833,127.4,31.28,50,100,3.87,2021-10-17
425,Esmeralda,CU,21.8525,-78.1169,85.24,73,100,6.73,2021-10-17
426,Dondo,MZ,-19.6094,34.7431,74.71,92,1,1.41,2021-10-17
427,Solnechnyy,RU,50.7214,136.6319,18.63,69,100,1.86,2021-10-17
428,Broome,US,42.2506,-75.833,53.85,68,75,3.0,2021-10-17
429,Aspe,ES,38.3451,-0.7672,66.65,80,40,4.61,2021-10-17
430,Khudumelapye,BW,-23.8833,24.75,64.65,7,76,11.86,2021-10-17
431,Kargasok,RU,59.0556,80.8572,39.96,89,100,5.53,2021-10-17
432,Seydi,TM,39.4816,62.9137,52.63,25,0,6.11,2021-10-17
433,Tegul'det,RU,57.3064,88.1667,31.68,90,94,4.47,2021-10-17
434,Constantine,DZ,36.365,6.6147,54.81,87,0,3.44,2021-10-17
435,Prata,BR,-19.3072,-48.9242,81.14,57,89,4.68,2021-10-17
436,Mountain Home,US,43.133,-115.6912,74.14,13,1,13.8,2021-10-17
437,Şabyā,SA,17.1495,42.6254,83.82,67,4,1.79,2021-10-17
438,Kavieng,PG,-2.5744,150.7967,84.51,68,20,11.68,2021-10-17
439,Yangi Marg`ilon,UZ,40.4272,71.7189,50.72,62,100,6.91,2021-10-17
440,Dingle,PH,10.9995,122.6711,76.15,93,16,5.73,2021-10-17
441,Kidal,ML,18.4411,1.4078,86.63,21,0,9.6,2021-10-17
442,Rüdesheim an der Nahe,DE,49.85,7.8167,48.51,84,100,1.5,2021-10-17
443,Kerewan,GM,13.4898,-16.0888,78.91,82,45,6.8,2021-10-17
444,Sarkand,KZ,45.41,79.9186,45.32,31,0,5.12,2021-10-17
445,Iporá,BR,-16.4419,-51.1178,81.03,54,36,3.11,2021-10-17
446,Iguape,BR,-24.7081,-47.5553,65.55,89,99,9.08,2021-10-17
447,San Isidro,PE,-12.1167,-77.05,62.26,76,75,1.01,2021-10-17
448,Kemijärvi,FI,66.7131,27.4306,35.83,96,100,12.95,2021-10-17
449,Naze,JP,28.3667,129.4833,74.32,74,100,13.65,2021-10-17
450,Kinablangan,PH,7.6947,126.5503,79.34,83,100,3.04,2021-10-17
451,Cauquenes,CL,-35.9671,-72.3225,64.9,48,0,9.71,2021-10-17
452,Ovsyanka,RU,55.9575,92.5519,23.97,89,6,3.85,2021-10-17
453,Puerto Escondido,MX,15.85,-97.0667,88.63,55,75,5.75,2021-10-17
454,Ghazīpur,IN,25.5833,83.5667,77.58,90,98,7.58,2021-10-17
455,Lancaster,US,40.2504,-76.2499,57.65,65,90,4.0,2021-10-17
456,Sawankhalok,TH,17.316,99.8319,77.83,95,100,5.19,2021-10-17
457,Davidson,US,36.1501,-86.7833,68.68,39,1,3.0,2021-10-17
458,Upington,ZA,-28.4478,21.2561,55.78,21,0,3.44,2021-10-17
459,Nakhon Thai,TH,17.1006,100.8374,72.41,98,100,2.46,2021-10-17
460,Raudeberg,NO,61.9875,5.1352,37.96,65,62,5.79,2021-10-17
461,San Lorenzo,PY,-25.3333,-57.5333,72.59,64,0,7.0,2021-10-17
462,Manjhanpur,IN,25.5333,81.3833,78.33,84,76,8.95,2021-10-17
463,Mitzic,GA,0.7821,11.549,68.94,98,100,3.02,2021-10-17
464,Władysławowo,PL,54.7909,18.4009,48.94,76,100,13.42,2021-10-17
465,Tanout,NE,14.9709,8.8879,83.84,30,62,7.63,2021-10-17
466,Puerto Madero,MX,14.7208,-92.4215,86.2,84,90,5.75,2021-10-17
467,Quesnel,CA,52.9999,-122.5029,41.5,93,90,9.22,2021-10-17
468,Ondjiva,AO,-17.0667,15.7333,73.0,16,3,12.62,2021-10-17
469,Banda Aceh,ID,5.5577,95.3222,79.83,68,100,3.47,2021-10-17
470,Bonavista,CA,48.6499,-53.1147,43.12,87,90,13.49,2021-10-17
471,Pandan,PH,14.0453,124.1694,79.09,86,33,6.73,2021-10-17
472,Lovozero,RU,68.005,35.0117,32.29,96,98,6.33,2021-10-17
473,Taoudenni,ML,22.6783,-3.9836,87.48,13,100,14.12,2021-10-17
474,Prome,MM,18.8167,95.2167,73.15,98,100,2.86,2021-10-17
475,Sur,OM,22.5667,59.5289,79.03,41,2,6.17,2021-10-17
476,Grants Pass,US,42.439,-123.3284,63.91,50,20,13.0,2021-10-17
477,Kibala,TD,9.1104,18.3463,74.21,89,87,1.83,2021-10-17
478,Port-Gentil,GA,-0.7193,8.7815,78.26,82,73,10.98,2021-10-17
479,Phuntsholing,BT,26.8516,89.3884,77.2,71,100,3.62,2021-10-17
480,Broken Hill,AU,-31.95,141.4333,67.64,28,100,13.33,2021-10-17
481,Villarrica,PY,-25.75,-56.4333,66.09,83,30,4.65,2021-10-17
482,Gemeente Wageningen,NL,51.9667,5.6667,53.85,84,90,4.61,2021-10-17
483,Tahe,CN,52.3333,124.7333,15.6,80,24,3.11,2021-10-17
484,Guinticgan,PH,11.5641,123.1236,81.9,81,52,9.78,2021-10-17
485,Nizhnyaya Omka,RU,55.4338,74.9426,40.87,81,72,6.49,2021-10-17
486,Nishihara,JP,26.1842,127.7558,74.48,69,40,5.75,2021-10-17
487,La Ronge,CA,55.1001,-105.2842,61.05,33,75,3.44,2021-10-17
488,Berdigestyakh,RU,62.0989,126.6992,10.44,96,77,3.98,2021-10-17
489,Lopukhiv,UA,48.3653,23.9638,37.89,95,76,1.39,2021-10-17
490,Waiouru,NZ,-39.4833,175.6667,57.2,59,25,10.85,2021-10-17
491,Olafsvik,IS,64.8945,-23.7142,36.05,95,100,20.89,2021-10-17
492,Mandurah,AU,-32.55,115.7,54.21,82,0,10.11,2021-10-17
493,Syamzha,RU,60.0158,41.0614,35.78,85,13,9.66,2021-10-17
494,Alice Springs,AU,-23.7,133.8833,78.35,41,8,12.66,2021-10-17
495,Neiafu,TO,-18.65,-173.9833,83.08,69,20,9.22,2021-10-17
496,Marion,US,39.7684,-86.1555,65.98,47,20,13.8,2021-10-17
497,Gilleleje,DK,56.122,12.3106,46.99,71,58,8.08,2021-10-17
498,Hasaki,JP,35.7333,140.8333,52.29,56,86,19.93,2021-10-17
499,Guerrero Negro,MX,27.9769,-114.0611,76.28,43,100,8.61,2021-10-17
500,Kushmurun,KZ,52.4503,64.6311,46.11,54,48,7.99,2021-10-17
501,Aden,YE,12.7794,45.0367,87.35,62,100,6.71,2021-10-17
502,Jalu,LY,29.0331,21.5482,69.73,43,0,7.36,2021-10-17
503,Hohhot,CN,40.8106,111.6522,32.29,74,0,4.47,2021-10-17
504,Ketchikan,US,55.3422,-131.6461,45.07,70,20,8.05,2021-10-17
505,Malakal,SS,9.5334,31.6605,74.86,76,14,2.95,2021-10-17
506,Matara,LK,5.9485,80.5353,79.12,87,75,16.2,2021-10-17
507,Uglovoye,UA,44.8215,33.6045,52.57,67,72,7.96,2021-10-17
508,Camacha,PT,33.0833,-16.3333,68.76,88,40,6.91,2021-10-17
509,Baykit,RU,61.67,96.37,36.32,92,99,3.22,2021-10-17
510,Lamar,US,33.6668,-95.5836,74.98,35,1,0.0,2021-10-17
511,Havøysund,NO,70.9963,24.6622,34.68,77,100,28.77,2021-10-17
512,Gunjur,GM,13.2019,-16.7339,78.87,94,40,0.0,2021-10-17
513,Bara,NG,10.3744,10.7288,77.54,75,32,4.25,2021-10-17
514,Ust-Nera,RU,64.5667,143.2,-5.17,99,91,3.56,2021-10-17
515,Shizunai-furukawachō,JP,42.3339,142.3669,42.78,70,34,8.61,2021-10-17
516,Ranipur,PK,27.2879,68.5051,74.46,11,0,4.47,2021-10-17
517,Goderich,CA,43.7501,-81.7165,56.91,66,21,6.91,2021-10-17
518,Tahoua,NE,14.8888,5.2692,80.28,41,75,8.14,2021-10-17
519,Anekal,IN,12.7,77.7,69.49,97,100,9.15,2021-10-17
520,Colquiri,BO,-17.4167,-67.1333,52.79,26,68,4.54,2021-10-17
521,Shumskiy,RU,54.8318,99.1328,24.55,96,26,3.24,2021-10-17
522,Itaituba,BR,-4.2761,-55.9836,80.76,74,75,9.22,2021-10-17
523,Caracolí,CO,6.4119,-74.7606,76.62,88,41,1.59,2021-10-17
524,Hamilton,US,39.1834,-84.5333,65.86,46,1,4.0,2021-10-17
525,Ushtobe,KZ,45.2514,77.9838,45.93,44,0,8.41,2021-10-17
526,Kalianget,ID,-7.05,113.9333,82.51,77,29,9.55,2021-10-17
527,Yārāda,IN,17.65,83.2667,79.12,100,75,2.3,2021-10-17
528,San Juan,AR,-31.5375,-68.5364,74.61,16,1,17.63,2021-10-17
529,Peniche,PT,39.3558,-9.3811,68.61,94,99,4.32,2021-10-17
530,Sai Buri,TH,6.7013,101.6168,76.51,87,100,3.89,2021-10-17
531,General Roca,AR,-39.0333,-67.5833,70.2,17,2,5.35,2021-10-17
532,Voh,NC,-20.9667,164.7,82.56,66,91,2.95,2021-10-17
533,Iwaki,JP,37.05,140.8833,48.34,94,5,1.01,2021-10-17
534,San Patricio,US,28.017,-97.5169,77.09,35,100,7.47,2021-10-17
535,Japura,ID,-0.3167,102.35,73.24,99,100,1.79,2021-10-17
536,Christchurch,NZ,-43.5333,172.6333,68.2,45,20,6.91,2021-10-17
537,Yumen,CN,40.2833,97.2,41.4,27,84,4.41,2021-10-17
538,New Cumnock,GB,55.3956,-4.1846,54.25,98,100,4.09,2021-10-17
539,Port Lincoln,AU,-34.7333,135.8667,59.04,75,50,10.96,2021-10-17
540,Bogandinskiy,RU,56.8937,65.8938,34.07,73,29,6.87,2021-10-17
541,Mihona,IN,26.2844,78.9817,79.11,84,100,5.5,2021-10-17
542,Shimoda,JP,34.6667,138.95,53.1,69,87,20.31,2021-10-17
543,Kieta,PG,-6.2167,155.6333,83.93,68,75,5.26,2021-10-17
544,Vila Velha,BR,-20.3297,-40.2925,71.55,94,75,9.22,2021-10-17
545,Shuyskoye,RU,59.3736,41.0305,36.91,88,29,8.59,2021-10-17
546,Mayāng Imphāl,IN,24.6167,93.8833,67.08,94,94,2.19,2021-10-17
547,Iwanai,JP,42.9744,140.5089,43.41,58,97,9.4,2021-10-17
548,Assiut,EG,27.181,31.1837,78.62,32,87,7.54,2021-10-17
549,Buchanan,LR,5.8808,-10.0467,78.93,83,15,8.1,2021-10-17
550,Najrān,SA,17.4924,44.1277,70.45,22,9,2.35,2021-10-17
551,Koumac,NC,-20.5667,164.2833,79.27,73,100,4.23,2021-10-17
552,Castel Maggiore,IT,44.5771,11.3607,55.0,75,0,10.36,2021-10-17
553,Novobirilyussy,RU,56.9514,90.6661,31.46,86,67,4.81,2021-10-17
554,Cockburn Town,TC,21.4612,-71.1419,82.36,78,40,2.3,2021-10-17
555,Abhā,SA,18.2164,42.5053,62.85,19,0,0.0,2021-10-17
556,Pasuruan,ID,-7.6453,112.9075,78.69,83,54,3.06,2021-10-17
557,Fort Collins,US,40.5853,-105.0844,77.45,19,1,1.01,2021-10-17
558,Kilindoni,TZ,-7.9139,39.6668,77.04,77,5,10.13,2021-10-17
559,Cam Ranh,VN,11.9214,109.1591,76.96,94,40,1.14,2021-10-17
560,Okha,RU,53.5739,142.9478,29.44,83,100,19.39,2021-10-17
561,Natchez,US,31.5604,-91.4032,70.02,34,1,5.75,2021-10-17
562,Kailua,US,21.4022,-157.7394,85.98,64,75,13.8,2021-10-17
563,Gimbi,ET,9.1667,35.8333,53.51,89,3,2.1,2021-10-17
564,Hirado,JP,33.3597,129.5531,61.39,58,72,13.13,2021-10-17
565,Jumla,NP,29.2747,82.1838,55.09,86,89,5.1,2021-10-17
566,Shar,KZ,49.5886,81.0453,37.92,65,72,4.07,2021-10-17
567,Havelock,US,34.8791,-76.9013,66.18,53,0,1.99,2021-10-17
568,Hobyo,SO,5.3505,48.5268,78.35,85,100,17.87,2021-10-17
569,Mastic Beach,US,40.7668,-72.8521,61.05,63,1,3.0,2021-10-17
570,Urengoy,RU,65.9667,78.3667,37.18,95,100,14.56,2021-10-17
